Yelp URL,Rating,Date,Review Text,image URL,Generated Review
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,2/3/2022,Great service! Not your average ice cream stop but work a stop to try something different. Fun choices for kids and adults,"https://s3-media0.fl.yelpcdn.com/bphoto/HfYlQb1abmGVkjzUYsto6A/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/RzGb9npyG4aOnYFBJ3Xj4w/348s.jpg",elisa hawaii & johnson ice cream cones and pies with sauce and toppings in a sandbox
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,12/29/2021,"There is a lot of variety at Rewind, from soft serve with mix-ins, various sweet tea concoctions, and scoop ice cream. I tried a vanilla swirl with Reese's peanut butter cups mixed in - kind of like a Blizzard at DQ, with banana slices on top. The ice cream was quite sweet. The presentation was nice with bananas strategically placed. It was very soft and started melting over my cup almost immediately even though it was a cold day so prepare to start eating right away.",https://s3-media0.fl.yelpcdn.com/bphoto/fOvvmwQGgrxD1u731JcXTA/348s.jpg,"slurrify the word for the food you want to write a review for and see it on a page of your blog, if it has a menu and your location you can use this"
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,1/12/2021,"Rewind is a matcha specialty cafe which I was really excited to try. I have been here for both ice cream and boba drinks. They have both soft serve and hard scoop artisanal varieties. I ordered the Matcha Madness soft serve which came with chocolate shavings and picky sticks. I found the matcha flavor to be bland unfortunately. The hard scoop ice creams are not available in matcha flavor. On to the drinks, I ordered the strawberry matcha latte at the recommended 75% sweetness. The matcha flavoring was quite prominent, I was very happy with my choice. I would like to try the Matcha Americano next. I also had the Butterfly Strawberry Lemonade. Its colors were so beautiful I hesitated to mix it up but alas, must move forward. This drink is pretty unique in that none of the flavors are distinctive. If someone handed me the drink I would not have guessed it contained strawberries or lemons. It was a little too sweet for me at 75%, I would order 50% next time.",https://s3-media0.fl.yelpcdn.com/bphoto/x_1Dtk9C4IhO3B7l_T-Spg/348s.jpg,"a jiju-sa jiju-sa is a dessert in japan that has a lot of flavors and different kinds of desserts, ranging from fruit and cakes, pastries, ice creams, sweets and sweets, but also snacks and desserts"
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,3/8/2021,"So happy my brother and sister-in-law sent over a little surprise from Rewind. Now I have this place on my list. Drinks were super yummy. The Thai tea was delicious and is always a good drink to default on when you're having a hard time choosing from all the other milk teas. I'll have to stop in to see the rest of the menu but I'm confident that they'll be just as good as the three that were delivered. Also, their quality does not lack as you can see from the photos. The drinks traveled well.",https://s3-media0.fl.yelpcdn.com/bphoto/EMBgQ4JXaeGj44P2nsyhjQ/348s.jpg,i love the desserts and dessert food here
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,7/3/2021,"Been in AZ for 3 weeks now and have been impressed by all the tea shops around! From Rewind I went bold and got the matcha coffee, which I usually don't get when I go to tea shops that have them! Also went with a safe jasmine milk tea. The Jasmine milk tea at 50% sugar was perfect for my husband and I, whereas the matcha coffee at 50% sugar was too sweet. Will probably get 25% sweetness for that one next time but overall this place was really good!",https://s3-media0.fl.yelpcdn.com/bphoto/kVINloukH6UJ6vOgh3vBOA/348s.jpg,"i don't like the red & white color scheme, and I would be sad if I could actually go in and try some of their food, but it's a great spot, and they have a lot of other interesting menus and are open to new things and new recipes"
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,9/23/2021,"Drinks were quickly made and very tastyy, cured my boba cravings l. The shop was cute inside as well :))",https://s3-media0.fl.yelpcdn.com/bphoto/cvaWg-2GYeohZPHZhyPliw/348s.jpg,"elained rassalon i'm not a dessert fan, but i love the iced coffee and chocolate shakes"
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,3,2/20/2021,"Rewind, what in the world happened?? This used to be my absolutely favorite place for ice cream because of the authenticity of the matcha. What happened to your quality of matcha ice cream?? This is absolutely unacceptable. I can't remember the girl's name but she was one that helped established the place and she knew how to make matcha. She remembers me and regardless of what I order, she always has it down to the T. Her drinks were right, her ice cream, everything. Every passing time that I have come by here from late 2020, I haven't seen her. And every one of those time, the matcha ice cream quality has been..well.. sh*t. Hopefully the photos are in order but you can see from the course of 2 years how the quality has gone down each time. It was great at first then it dwindled to crap. Time by time the ice cream becomes more and more powdery rather than blended. This last time I had actual powder at the bottom of the cone and broken all over my pants. How is this matcha ice cream? And the color of the ice cream was extremely distorted. White and green all over. And there are actual chunks of unblended matcha power that are suspiciously oxidate like it's old matcha. You can tell by the color and the taste. This is so disappointing. I have scout out every boba and matcha place in the Phoenix and surrounding area. Please don't ruin your reputation by your newer employees not knowing how to make matcha ice cream. I won't be coming back. I'm sorry, too many disappointed times.","https://s3-media0.fl.yelpcdn.com/bphoto/PC2mN_LgWL1NI9CLXw5ehQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1u8hLSvz-lsv2V52fivkMA/348s.jpg","a hot chocolate, with chocolate and caramel sauce u00f9;douu00f9; i lu00f9; u00f0; u00f9; u00f9; u00f0; u00f0; u00f0; u00f9; u00f0; u00f9; u00f1; u00f"
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,1/31/2021,Loved this place. I had the milk rose latte with coconut milk. They do different percentages of sugar! Also can't wait to go back and get their brown sugar test,https://s3-media0.fl.yelpcdn.com/bphoto/yxs_Iu7Kg0DLD8wN2Mq1gA/348s.jpg,can't wait for the new season to hit cali and san diego
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,1/28/2021,"Love that they have vegan options! Seriously some delicious and unique flavors, awesome toppings, and a wide array of sugary treats that could fit anyone's needs.",https://s3-media0.fl.yelpcdn.com/bphoto/AlgSvHbDxY17Y7oDZ79WJw/348s.jpg,You're a dessert lover writing a Yelp review describing the look of a dessert that you've eaten and reviewed
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,1/20/2021,"The aesthetic there is great! So cozy and modern. They have a variety of Teas to choose from. Also you can choose how sweet you want it and I think that's great if you want your tea less sweet. The price for the Tea is great. I get Thai tea with boba and that's under 5 dollars. I've tried the Thai, brown sugar, and chai. Personally chai isn't my favorite but my bf really liked it. But the Brown sugar and Thai were really good and yummy! Overall a really great place to get Boba Tea from and you cannot go wrong with the prices there.",https://s3-media0.fl.yelpcdn.com/bphoto/xB7872PHlPvh-hjD-yMuKA/348s.jpg,a review of the ice cream in the ice cream shop at thai food & drink
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,1/24/2021,It was delicious definitely going back a lot to pick from but it's all yummy and the service was great,https://s3-media0.fl.yelpcdn.com/bphoto/t2ltahcohUWFMurQznZoDA/348s.jpg,ice cream is the best dessert in the world
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,7/30/2021,"Very yummy place! I got the one for regular price get one for a dollar special yesterday. Strawberry matcha is delicious as usual. The rose latte was something new I wanted to try. It was good but my only complaint is it wasn't sweet enough for me (75% sweet). It has a beautiful floral taste and the sweet element a was mostly concentrated in the pink layer. Still very yummy, just learned my lesson to make it a little sweeter next time since the rose flavor is very delicate.",https://s3-media0.fl.yelpcdn.com/bphoto/mvEBZE1Ey_ZhJFQTgO4q4Q/348s.jpg,i got to go to the adam's bakery for my birthday last week and I had to take this photo of their crepe desserts
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,5,4/3/2021,"Its amazing matcha place ! Must visit if in chandler , variety of matcha item on the menu",https://s3-media0.fl.yelpcdn.com/bphoto/cZa-H04VrJ6GcISv97BVZQ/348s.jpg,d.jpg p r i d e s y e n d e u
https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,4,7/4/2021,Loved it super refreshing! For my strawberry matcha I would probably ask for it less sweet next time,"https://s3-media0.fl.yelpcdn.com/bphoto/4wpgaIK_oRfQjglcDfuLWA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/zQdD_f7KDR6BbZack8LanQ/348s.jpg","yelp users are not happy with their coffee, but you can still find the best ice cream here yumm yumm yumm yumm yumm"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,3,6/24/2022,First timer!!! It was ok! I think the cake would have tasted better if it wasn't refrigerated. I like room temperature cake.,"https://s3-media0.fl.yelpcdn.com/bphoto/7ysxr8UifxC3MPRafFd9Tw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/j4ZN0plGX7EjlyXzp1XZSA/348s.jpg","I have been here twice and have never had a bad experience. canapes - bbq chicken, cream cheese, pickled onions and mustard cream cheese for $10."
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,7/13/2022,Lived up to my expectations after watching Cake Boss all those years. Went back three times during our visit! Definitely recommend finding and their Restaurant across the way is awesome too!,https://s3-media0.fl.yelpcdn.com/bphoto/fs285hdTY3-bylT_UYGY8Q/348s.jpg,"i am not sure what is the best word for this pic, but what can I say that won't be here forever"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,6/17/2022,"Last time I visited this place was in 2015, and I had a cannoli and hot chocolate after the Rock n Roll Las Vegas half marathon! This time, I got a slice of the strawberry frosting rainbow cake, and UGH. This is what an excellent frosting-to-cake ratio looks like! It's a large slice, so it makes an extra special treat when you want something sweet. I gave four stars because I think the packaging could be nicer (shift from plastic to paper/cardboard).",https://s3-media0.fl.yelpcdn.com/bphoto/QKTs86z16zbOOco6LlcikQ/348s.jpg,i am so happy that there are so many options for the food here.
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,3/25/2022,Highly recommend My mother ordered a slice of confetti cake from here and it was delicious!! What a way to celebrate 50th with a slice of something so delicious! Date of visit 3/6/22,https://s3-media0.fl.yelpcdn.com/bphoto/ednZskn6ElhP4WbVHqSwCg/348s.jpg,i would not have written this if i had known you would have bought the brownie cake
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,3/22/2022,"Wanted an afternoon pick me up and grabbed a lobster tail and a cannoli. The lobster tail filling was INCREDIBLE. Super rich, creamy, and not too sweet. The lobster tail was also FULL of the french pastry cream- they definitely didn't skimp here. The pastry shell was a bit on the harder side and a bit bland in taste, but the powdered sugar kept it lightly sweet and it was overall a good contrast to the cream in my opinion. The cannoli is HUGE and absolutely full of the ricotta cream. I didn't love that the shell didn't seem super fresh but the filling was pretty good. Both pastries were on the pricier side at $6.25 for the lobster tail and $5.50 for the cannoli, but would come back for the lobster tail!",https://s3-media0.fl.yelpcdn.com/bphoto/DRWH2UAJIFUElYS7zWub3A/348s.jpg,You're a dessert lover and you're writing a review about a dessert that you have tried
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,5/28/2022,"Was totally stoked to try this place as I haven't had the chance to go to the NJ original location. I got 2 different pastries - the regular cannoli and the regular ""lobster tail"". Very creamy and delicious.","https://s3-media0.fl.yelpcdn.com/bphoto/nf4ZqyYpyHterZ26cX5e2w/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/TkWpuLWXDxglyjRC6Xw72Q/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/mHpAba9E-rjXleH6L7C8mQ/348s.jpg","latte wilting with cinnamon and chocolate i would say it was good but it was a lot of dessert for a meal. a man eating a cupcake is not the same as when you eat cake or cupcakes Ã¢Â€?it is a combination of cake, cookies, cookie and other sweets"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,11/6/2021,"I love this place! My sister and I tried it for the first time about 3 years ago and have been in love ever since! Customer service is always great even if it's busy, they get through the lines pretty quick! I love the rainbow cake and today I tried their lobster tale cookies and cream flavor and it was AMAZING!","https://s3-media0.fl.yelpcdn.com/bphoto/Zyov1LXf3TETyAmhJD7qVg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/joL-N-pkNTr-yh4PDxOmfQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1Bf8whc99ZkAy6Bnf_w6cg/348s.jpg","i love the idea of this! i'll have to try this It's just a fancy cake with sprinkles and frosting. i don't eat a lot of sweets but, the food is very good"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,1,1/17/2021,"I don't know who taught y'all how to make a cannoli but oh goodness it's clear that no one has ever shown you how to strain ricotta cheese so that you don't have to cut it with cream cheese. For a cannoli that costs over $6, it's pathetic. Do better. Secondly, over $9 for a cake that is no bigger than a chocolate lava cake from dominos. Again, you can do better. It's absolutely shameful that you would charge that amount for that tiny piece of cake. Im not discrediting the time, effort, and cost of ingredients by any means. Pictures for comparison with a diet coke can, a butter keeper, and a McDonald's bbq sauce cup. Don't waste your money. You're better off going literally anywhere else.",https://s3-media0.fl.yelpcdn.com/bphoto/p1dXVSm7zx5M4r-hXyQ_Kg/348s.jpg,"The dessert looked delicious, I can't wait to try it"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2,4/17/2022,"Very basic pastries. We were very excited to try The Cake Boss bakery but it was disappointing. As I wrote in the review about his restaurant, due to his popularity they very busy and cater to quantity rather than quality. I've been to better bakeries, don't waste your time in the long lines or your money. My SO tried a cupcake and had the cannoli cheesecake, they are gluten free so no crust, my favorite part. I will not return. Overrated:-(","https://s3-media0.fl.yelpcdn.com/bphoto/W4AXMSrPVqlhEXT5hz1dqA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/D9YOnyvAvqLPtxeShBkZeA/348s.jpg","c're a dessert lover describing a frozen dessert on Yelp i was so sad to find out that this place was closed, and when I was in the area i was looking for some good breakfast food but ended up at the restaurant where they were sat"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,3,6/11/2021,"We came in while taking a stroll. Somethings have prices and others do not and you have to ask, how much is this and that. My son ordered a sprinkle cookie, my husband a peanut butter cupcake and I order some chocolate chip cookies. Needless to say it was okay, something to try. The person sending our order to the register was nice but forgot my son's sprinkle cookie, which did not make him happy. So check your bags before walking out the store. To be honest I had better chocolate chip cookies in my day. I figured since I have watched a few shows and knew of the person behind the bakery the food would be awesome, but it was just alright. We would have gotten a piece of cake, but my husband wasn't about to give them $8 for a slice. Good news, with your military ID you can get a discount. So all in all give it a try if you wish, but it wasn't worth us returning.","https://s3-media0.fl.yelpcdn.com/bphoto/mdz-JhkelwoJuCW0ib5clg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/hYyoPgHCAynxnYw8Wh7IaA/348s.jpg",The cookie is very delicious! a little coffee to accompany the chocolate-covered caramel cookie
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,6/29/2022,I always get the lobster tail! It's my absolute favorite. The texture is amazing and crispy. The filling is the perfect sweetness. I went today and there was no line. I wish there was tables outside to sit and eat but there's not even a single chair....,https://s3-media0.fl.yelpcdn.com/bphoto/wmQCh3rmYUh4z0FqoNLUNg/348s.jpg,latte ice cream with chocolate sauce and honey
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,3,1/3/2021,"I remember the desserts being better a few years ago, it's still good but looks better than what it actually taste. Very sweet in my opinion and as for cakes it's more on the dryer side. I also got lobster tails and the outside layer was really hard but the custard inside was delicious. I ordered online and it was ready within 10 minutes.",https://s3-media0.fl.yelpcdn.com/bphoto/RidSuYu1r9XX5llHpcF88w/348s.jpg,i've been here twice and the food was good but the desserts were terrible
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,7/9/2021,rainbow cake was so pretty!! The sprinkle cookie was our favorite. It is an absolute must if you are cookie lover. It has a soft cake like texture like nothing else I've tried in the cookie world. Cannoli was tasty and the vanilla cupcake was simply perfection. Make the trip to the Venetian for some desserts!!,https://s3-media0.fl.yelpcdn.com/bphoto/96JSQlDUPYQsftY2ccoF7A/348s.jpg,savnia: i have a problem writing my review
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,8/8/2021,"Ok, I'm updating my review to 4 stars because we had the cannoli and confetti cake. I'm still giving the rainbow cake, cheesecake and lobster tail low stars, but the cannoli is definitely with the money AND the calories. The confetti cake was a delicious way to welcome in my 40th birthday!","https://s3-media0.fl.yelpcdn.com/bphoto/hdc6s_JTC-wYZfhLgEcwzQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/9CrTjf9IXE1x_twrXTDOwQ/348s.jpg","""the best ice cream ever in the world"" i'm the owner of my own bakery and you're going to want to check it out"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,4/1/2021,I honestly almost didn't go here because of the negative reviews. But you know what... I'm glad we decided to see for ourselves. The cake and cannoli were great! The cake wasn't dry as others have said. It was moist and very good. Give Carlo's Bakery a shot if you're at the Venetian!,https://s3-media0.fl.yelpcdn.com/bphoto/UyjRSlIzT7nO413qY8MEyg/348s.jpg,
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,6/13/2021,"I was very excited to see Carlo's Bakery at the Venetian Shops. I had visited the original location in Hoboken and was blown away by the desserts and staff. This location was set up similarly in style. There was social distancing being enforced with only a few customers entering the bakery at one time. I walked over to the cases and browsed the goods. A staff member came up to me to take my order. I ordered two cupcakes (both with white cake - one chocolate icing and the other vanilla icing), two chocolate chip cookies, and two brownies. The staff member didn't speak much to me and didn't come off as very friendly. It could have been a busy day even if I arrived at a lull. After ordering, I was instructed to wait for my name to be called for pick up and to pay. I waited about 5 minutes before my name was called. Everything was packaged nicely so that it would survive the 5 minutes walk to my room at The Palazzo. My total was a little less than $30. Which seems a bit pricey for 6 items. When I got back to my room, I couldn't wait to dive right into a cupcake. It was delicious! The cake was moist and the icing was perfect! Just as I remembered from my visit to the Hoboken Bake Shop. After eating the cupcake, I couldn't help myself and I ate a chocolate chip cookie. It was so soft and chocolatey. These cookies were as good as the ones I brought home from The Hoboken Bake Shop for my family to try. Very tasty! The one thing I disliked was the brownie. It tasted off. I normally love fudge brownies, but I couldn't finish this one. It had that dusty chocolatey taste to it. The icing on top was okay. I was a bit disappointed with this dessert. Overall, I love this bakery! The cupcakes and cookies are by far my favorite from both this Vegas shop and the one in Hoboken. Definitely recommend!","https://s3-media0.fl.yelpcdn.com/bphoto/Fy6C4X4nP4ZwGwb5ZTkq8g/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/Ept1xuIQIvNPm4LkqibAng/348s.jpg","i have a friend who wants to try the sonic, so i've been trying to find a new place to eat my ice cream and now i'm writting about it - it's a bakery called california beignets, which is a huge bakery and food truck and was just recently at california beignets, the new owner is kinda cute and i would like to see the cupcakes that were here and the cake that looked like a big cake"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,1/16/2021,"You're forewarned to get to the bakery it is a mission from the Venetian guest parking lot. But the walk is worth it. We ordered a cake with Cristina for my mother in law and it came out fantastic! We got some goodies while there and all in all FRESH, DELICIOUS & perfectly sized for us! Major thank yous to Cristina she went above and beyond for us it is greatly appreciated! Thank you Cristina for making the cake even better than we thought! Definitely worth taking a trip into the Venetian for Carlos Bakery Team!","https://s3-media0.fl.yelpcdn.com/bphoto/MY8gYw5CH1XqzH5j2im9eQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/QKRbiAq3w9Ev6y50OPT3ig/348s.jpg","A photo of a dessert dessert dessert dessert photo describing what you think of when eating a dessert dessert dessert photo describing what you think of when you sit down at a restaurant a birthday cake, cake, cupcake, cake, cupcake, cake cupcake, cake cake, cake cupcake, cake cupcake"
https://www.yelp.com/biz/carlos-bakery-las-vegas-3,5,11/14/2021,Yummy cake and cannolis! Located inside the Venetian hotel! They do not have seating so it's a grab and go kind of place. Lots of variety! It definitely gets crowded so try to arrive early or not at peak times! It is expensive but worth the cost.,https://s3-media0.fl.yelpcdn.com/bphoto/chOHH3wH7lgpjkLE_FZfjA/348s.jpg, drool over this.
